date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:24:41	26702/26702	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Apr%202023%2014:22:46%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.16.4	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minafc7.css	(from https://rosangelachiaretti.com.br/)
11:24:41	40207/40207	---M-Z	200	added ('OK')	text/css	date:Tue,%2010%20Oct%202023%2012:59:00%20GMT	https://rosangelachiaretti.com.br/wp-content/uploads/elementor/css/global.css?ver=1696942740	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/uploads/elementor/css/globala300.css	(from https://rosangelachiaretti.com.br/)
11:24:41	44804/44804	---M-Z	200	added ('OK')	text/css	date:Fri,%2023%20Feb%202024%2021:50:16%20GMT	https://rosangelachiaretti.com.br/wp-content/uploads/elementor/css/post-11.css?ver=1708725016	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/uploads/elementor/css/post-116cce.css	(from https://rosangelachiaretti.com.br/)
11:24:41	25443/25443	---M-Z	200	added ('OK')	text/css	date:Tue,%2026%20Sep%202023%2020:32:15%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.8.9	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min6f61.css	(from https://rosangelachiaretti.com.br/)
11:24:42	30999/30999	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Apr%202023%2014:22:46%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://rosangelachiaretti.com.br/)
11:24:42	57912/57912	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Apr%202023%2014:22:46%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://rosangelachiaretti.com.br/)
11:24:42	669/669	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Apr%202023%2014:22:46%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://rosangelachiaretti.com.br/)
11:24:42	675/675	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Apr%202023%2014:22:46%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://rosangelachiaretti.com.br/)
11:24:43	87553/87553	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Nov%202023%2022:17:26%20GMT	https://rosangelachiaretti.com.br/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-includes/js/jquery/jquery.minf43b.js	(from https://rosangelachiaretti.com.br/)
11:24:43	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2009%20Jun%202023%2014:19:24%20GMT	https://rosangelachiaretti.com.br/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://rosangelachiaretti.com.br/)
11:24:43	15055/15055	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20Apr%202023%2014:22:46%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.16.4	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minafc7.js	(from https://rosangelachiaretti.com.br/)
11:24:43	211845/211845	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20Jun%202024%2014:24:43%20GMT	https://rosangelachiaretti.com.br/wp-json/	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-json/index.html	(from https://rosangelachiaretti.com.br/)
11:24:44	100030/100030	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20Jun%202024%2014:24:43%20GMT	https://rosangelachiaretti.com.br/wp-json/wp/v2/pages/11	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-json/wp/v2/pages/11.json	(from https://rosangelachiaretti.com.br/)
11:24:44	864/864	---M-Z	200	added ('OK')	text/xml	date:Thu,%2027%20Jun%202024%2014:24:44%20GMT	https://rosangelachiaretti.com.br/xmlrpc.php?rsd	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/xmlrpc0db0.php	(from https://rosangelachiaretti.com.br/)
11:24:44	2067/2067	---M--	200	added ('OK')	application/json	date:Thu,%2027%20Jun%202024%2014:24:44%20GMT	https://rosangelachiaretti.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frosangelachiaretti.com.br%2F	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-json/oembed/1.0/embed28d6.json	(from https://rosangelachiaretti.com.br/)
11:24:44	2229/2229	---M-Z	200	added ('OK')	text/xml	date:Thu,%2027%20Jun%202024%2014:24:44%20GMT	https://rosangelachiaretti.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frosangelachiaretti.com.br%2F&format=xml	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-json/oembed/1.0/embeda47e	(from https://rosangelachiaretti.com.br/)
11:24:44	1249/1249	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202023%2013:32:59%20GMT	https://rosangelachiaretti.com.br/wp-content/uploads/2023/12/cropped-Vector-32x32.png	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/uploads/2023/12/cropped-Vector-32x32.png	(from https://rosangelachiaretti.com.br/)
11:24:45	10120/10120	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202023%2013:32:59%20GMT	https://rosangelachiaretti.com.br/wp-content/uploads/2023/12/cropped-Vector-192x192.png	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/uploads/2023/12/cropped-Vector-192x192.png	(from https://rosangelachiaretti.com.br/)
11:24:45	9447/9447	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202023%2013:32:59%20GMT	https://rosangelachiaretti.com.br/wp-content/uploads/2023/12/cropped-Vector-180x180.png	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/uploads/2023/12/cropped-Vector-180x180.png	(from https://rosangelachiaretti.com.br/)
11:24:45	26595/26595	---M-Z	200	added ('OK')	text/css	date:Tue,%2026%20Sep%202023%2020:31:06%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/pro-elements/assets/css/widget-nav-menu.min.css	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/pro-elements/assets/css/widget-nav-menu.min.css	(from https://rosangelachiaretti.com.br/)
11:24:45	90101/90101	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Dec%202023%2011:39:11%20GMT	https://rosangelachiaretti.com.br/wp-content/uploads/2023/12/sobre-mobile2-1-683x1024.jpg	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/uploads/2023/12/sobre-mobile2-1-683x1024.jpg	(from https://rosangelachiaretti.com.br/)
11:24:45	14154/14154	---M-Z	200	added ('OK')	text/css	date:Tue,%2026%20Sep%202023%2020:31:06%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/pro-elements/assets/css/widget-posts.min.css	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/pro-elements/assets/css/widget-posts.min.css	(from https://rosangelachiaretti.com.br/)
11:24:46	1827/1827	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Sep%202023%2020:35:22%20GMT	https://rosangelachiaretti.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from https://rosangelachiaretti.com.br/)
11:24:46	41045/41045	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Sep%202023%2020:32:15%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min.js?ver=3.8.9	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min6f61.js	(from https://rosangelachiaretti.com.br/)
11:24:46	76342/76342	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Jun%202024%2014:24:46%20GMT	https://rosangelachiaretti.com.br/blog/	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/blog/index.html	(from https://rosangelachiaretti.com.br/)
11:24:46	25202/25202	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Sep%202023%2020:31:06%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/pro-elements/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/pro-elements/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from https://rosangelachiaretti.com.br/)
11:24:47	5520/5520	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Nov%202023%2022:17:26%20GMT	https://rosangelachiaretti.com.br/wp-includes/js/imagesloaded.min.js?ver=5.0.0	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-includes/js/imagesloaded.minbb93.js	(from https://rosangelachiaretti.com.br/)
11:24:47	5666/5666	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Sep%202023%2020:31:06%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/pro-elements/assets/js/webpack-pro.runtime.min.js?ver=3.15.1	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/pro-elements/assets/js/webpack-pro.runtime.min5829.js	(from https://rosangelachiaretti.com.br/)
11:24:47	4997/4997	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2020%20Sep%202023%2017:58:24%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.16.4	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.minafc7.js	(from https://rosangelachiaretti.com.br/)
11:24:47	78500/78500	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Jun%202024%2014:24:47%20GMT	https://rosangelachiaretti.com.br/meu-livro-meu-legado/	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/meu-livro-meu-legado/index.html	(from https://rosangelachiaretti.com.br/)
11:24:47	58860/58860	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2020%20Sep%202023%2017:58:24%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.16.4	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.minafc7.js	(from https://rosangelachiaretti.com.br/)
11:24:48	8171/8171	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2018%20Jan%202023%2019:46:34%20GMT	https://rosangelachiaretti.com.br/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://rosangelachiaretti.com.br/)
11:24:48	6625/6625	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Nov%202023%2022:17:26%20GMT	https://rosangelachiaretti.com.br/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://rosangelachiaretti.com.br/)
11:24:48	78293/78293	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Jun%202024%2014:24:48%20GMT	https://rosangelachiaretti.com.br/sobre/	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/sobre/index.html	(from https://rosangelachiaretti.com.br/)
11:24:48	38590/38590	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Apr%202024%2018:49:54%20GMT	https://rosangelachiaretti.com.br/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://rosangelachiaretti.com.br/)
11:24:48	4307/4307	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Apr%202024%2018:49:55%20GMT	https://rosangelachiaretti.com.br/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-includes/js/dist/hooks.min2757.js	(from https://rosangelachiaretti.com.br/)
11:24:48	9141/9141	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Apr%202024%2018:49:55%20GMT	https://rosangelachiaretti.com.br/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-includes/js/dist/i18n.minc33c.js	(from https://rosangelachiaretti.com.br/)
11:24:49	24403/24403	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Sep%202023%2020:31:06%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/pro-elements/assets/js/frontend.min.js?ver=3.15.1	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/pro-elements/assets/js/frontend.min5829.js	(from https://rosangelachiaretti.com.br/)
11:24:49	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20Apr%202023%2014:22:46%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://rosangelachiaretti.com.br/)
11:24:49	21438/21438	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2003%20Feb%202023%2001:06:32%20GMT	https://rosangelachiaretti.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-includes/js/jquery/ui/core.min3f14.js	(from https://rosangelachiaretti.com.br/)
11:24:49	86704/86704	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Jun%202024%2014:24:49%20GMT	https://rosangelachiaretti.com.br/voce-se-conhece/	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/voce-se-conhece/index.html	(from https://rosangelachiaretti.com.br/)
11:24:49	40436/40436	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2020%20Sep%202023%2017:58:24%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.16.4	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/js/frontend.minafc7.js	(from https://rosangelachiaretti.com.br/)
11:24:50	35398/35398	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Sep%202023%2020:31:06%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/pro-elements/assets/js/elements-handlers.min.js?ver=3.15.1	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/pro-elements/assets/js/elements-handlers.min5829.js	(from https://rosangelachiaretti.com.br/)
11:24:50	3721/3721	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Sep%202023%2020:31:06%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/pro-elements/assets/lib/sticky/jquery.sticky.min.js?ver=3.15.1	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/pro-elements/assets/lib/sticky/jquery.sticky.min5829.js	(from https://rosangelachiaretti.com.br/)
11:24:50	89284/89284	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Jun%202024%2014:24:50%20GMT	https://rosangelachiaretti.com.br/blog-1/	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/blog-1/index.html	(from https://rosangelachiaretti.com.br/)
11:24:50	214608/214608	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2023%20Aug%202023%2016:47:32%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.23.0	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.eot	(from https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
11:24:51	94720/94720	---M--	200	added ('OK')	font/woff2	date:Wed,%2023%20Aug%202023%2016:47:32%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.23.0	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.woff2	(from https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
11:24:51	116044/116044	---M--	200	added ('OK')	font/woff	date:Wed,%2023%20Aug%202023%2016:47:32%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.23.0	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.woff	(from https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
11:24:51	214448/214448	---M--	200	added ('OK')	font/ttf	date:Wed,%2023%20Aug%202023%2016:47:32%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.23.0	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.ttf	(from https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
11:24:51	322806/322806	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2023%20Aug%202023%2016:47:32%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.23.0	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.svg	(from https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
11:24:52	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2023%20Apr%202023%2014:22:46%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
11:24:52	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2023%20Apr%202023%2014:22:46%20GMT	https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	//Mac/Home/Downloads/site%20ro/Rosangela%20Novo%20Site/rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://rosangelachiaretti.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
